Kingdom,Phylum,Class,Order,Family,finest_taxon,genus_or_finest_taxon,fa,concentration
Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Locusta,Locusta,ala,29
Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo,Loligo,ala,0.053
Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo,Loligo,ala,0
Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo,Loligo,ala,0.19
Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo,Loligo,ala,0.05333333333333334
Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo,Loligo,ala,0.35
Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo,Loligo,dha,16.683
Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo,Loligo,dha,32.5
Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo,Loligo,dha,32.34
Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo,Loligo,dha,37.10666666666667
Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo,Loligo,dha,21.5
Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo,Loligo,epa,16.683
Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo,Loligo,epa,14.6
Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo,Loligo,epa,13.96
Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo,Loligo,epa,13.38
Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo,Loligo,epa,17.95
Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula,ala,0.17
Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula,dha,32.59
Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula,epa,15.51
Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Lota,Lota,ala,0.46
Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Lota,Lota,dha,13.9
Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Lota,Lota,epa,7.37
Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,Loxodonta,ala,1.2875
Animalia,Annelida,Clitellata,Lumbricidula,Lumbricidulidae,Lumbriculus,Lumbriculus,ala,15
Animalia,Annelida,Clitellata,Lumbricidula,Lumbricidulidae,Lumbriculus,Lumbriculus,dha,1.1
Animalia,Annelida,Clitellata,Lumbricidula,Lumbricidulidae,Lumbriculus,Lumbriculus,epa,3.3
Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae,Lumpenus,Lumpenus,ala,0.17
Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae,Lumpenus,Lumpenus,ala,0.35
Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae,Lumpenus,Lumpenus,dha,9.8
Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae,Lumpenus,Lumpenus,dha,8.1
Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae,Lumpenus,Lumpenus,epa,14.2
Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae,Lumpenus,Lumpenus,epa,12.1
Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Lunatia,Lunatia,ala,0.21
Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Lunatia,Lunatia,dha,7.55
Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Lunatia,Lunatia,epa,12.45
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Luperina,Luperina,ala,5.6
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,Lutra,ala,4.15
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,Lutra,ala,4
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,Lutra,dha,3.45
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,Lutra,dha,4.4
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,Lutra,epa,0.85
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,Lutra,epa,1.2
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Luxilus,Luxilus,ala,2.01
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Luxilus,Luxilus,dha,10.16
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Luxilus,Luxilus,epa,11.16
Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,Lycodes,ala,0.2
Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,Lycodes,ala,0.19
Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,Lycodes,dha,18.2
Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,Lycodes,dha,17
Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,Lycodes,epa,14.3
Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,Lycodes,epa,18.4
Animalia,Mollusca,Cephalopoda,Oegopsida,Lycoteuthidae,Lycoteuthis,Lycoteuthis,ala,0.5
Animalia,Mollusca,Cephalopoda,Oegopsida,Lycoteuthidae,Lycoteuthis,Lycoteuthis,dha,18.5
Animalia,Mollusca,Cephalopoda,Oegopsida,Lycoteuthidae,Lycoteuthis,Lycoteuthis,epa,9.4
Animalia,Arthropoda,Insecta,Lepidoptera,Lymantriidae,Lymantria,Lymantria,ala,7.265
Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Macrosiphum,Macrosiphum,ala,1.2
Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Macrosiphum,Macrosiphum,ala,0.5
Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Macrosiphum,Macrosiphum,ala,0.5
Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Macrosiphum,Macrosiphum,ala,0.2
Animalia,Arthropoda,Insecta,Blattodea,Termitidae,Macrotermes,Macrotermes,ala,22.8
Animalia,Arthropoda,Insecta,Blattodea,Termitidae,Macrotermes,Macrotermes,ala,3.85
Animalia,Arthropoda,Insecta,Blattodea,Termitidae,Macrotermes,Macrotermes,ala,3.9
Animalia,Arthropoda,Insecta,Blattodea,Termitidae,Macrotermes,Macrotermis,ala,3.85
Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Macruronus,Macruronus,ala,0.74
Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Macruronus,Macruronus,ala,0.4
Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Macruronus,Macruronus,dha,10.08
Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Macruronus,Macruronus,dha,11.2
Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Macruronus,Macruronus,epa,6.76
Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Macruronus,Macruronus,epa,4
Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Mactra,Mactra,ala,0.6
Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Mactra,Mactra,dha,0
Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Mactra,Mactra,epa,1.5
Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Magicicada,Magicicada,ala,0.2333333333333333
Animalia,Arthropoda,Malacostraca,Decapoda,Majidae,Maja,Maja,ala,0
Animalia,Arthropoda,Malacostraca,Decapoda,Majidae,Maja,Maja,dha,12.53
Animalia,Arthropoda,Malacostraca,Decapoda,Majidae,Maja,Maja,epa,22.1
Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Malacosoma,Malacosoma,ala,13
Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Mallotus,Mallotus,ala,1.09
Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Mallotus,Mallotus,ala,0.2
Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Mallotus,Mallotus,ala,0.48
Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Mallotus,Mallotus,dha,8.3
Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Mallotus,Mallotus,dha,4.1
Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Mallotus,Mallotus,dha,24.66
Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Mallotus,Mallotus,epa,9.63
Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Mallotus,Mallotus,epa,9.3
Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Mallotus,Mallotus,epa,13.18
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca,Manduca,ala,5.275
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca,Manduca,epa,0.15
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Manta,Manta,ala,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Manta,Manta,ala,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Manta,Manta,dha,12.5
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Manta,Manta,dha,10.3
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Manta,Manta,epa,1.8
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Manta,Manta,epa,1
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota,ala,0.8275
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota,dha,0.4675
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,Martes,ala,0
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,Martes,ala,8.4
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,Martes,dha,0
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,Martes,dha,0.8500000000000001
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,Martes,epa,0
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,Martes,epa,0.16
Animalia,Mollusca,Cephalopoda,Oegopsida,Mastigoteuthidae,Mastigoteuthis,Mastigoteuthis,ala,0.4
Animalia,Mollusca,Cephalopoda,Oegopsida,Mastigoteuthidae,Mastigoteuthis,Mastigoteuthis,ala,0.8
Animalia,Mollusca,Cephalopoda,Oegopsida,Mastigoteuthidae,Mastigoteuthis,Mastigoteuthis,dha,16.8
Animalia,Mollusca,Cephalopoda,Oegopsida,Mastigoteuthidae,Mastigoteuthis,Mastigoteuthis,dha,17.8
Animalia,Mollusca,Cephalopoda,Oegopsida,Mastigoteuthidae,Mastigoteuthis,Mastigoteuthis,epa,9.3
Animalia,Mollusca,Cephalopoda,Oegopsida,Mastigoteuthidae,Mastigoteuthis,Mastigoteuthis,epa,9.5
Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,Maurolicus,Maurolicus,ala,0.5
Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,Maurolicus,Maurolicus,dha,11.5
Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,Maurolicus,Maurolicus,epa,3
Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Megangulus,Megangulus,ala,0.1
Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Megangulus,Megangulus,ala,0.1
Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Megangulus,Megangulus,dha,12.05
Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Megangulus,Megangulus,dha,14.3
Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Megangulus,Megangulus,epa,20.05
Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Megangulus,Megangulus,epa,14.85
Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Meganyctiphanes,Meganyctiphanes,ala,0.4
Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Meganyctiphanes,Meganyctiphanes,ala,13.602307692307694
Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Meganyctiphanes,Meganyctiphanes,ala,10.625
Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Meganyctiphanes,Meganyctiphanes,dha,14.65
Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Meganyctiphanes,Meganyctiphanes,dha,29.61692307692308
Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Meganyctiphanes,Meganyctiphanes,dha,12.616666666666667
Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Meganyctiphanes,Meganyctiphanes,epa,8.85
Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Meganyctiphanes,Meganyctiphanes,epa,1.3253846153846154
Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Meganyctiphanes,Meganyctiphanes,epa,0.9083333333333332
Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenopteridae,Megaptera,Megaptera,ala,0.45
Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenopteridae,Megaptera,Megaptera,dha,5.45
Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenopteridae,Megaptera,Megaptera,epa,6.4
Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Melanoplus,Melanoplus,ala,12.8
Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Melanoplus,Melanoplus,ala,14.4
Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Melanoplus,Melanoplus,ala,43
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Meles,Meles,ala,0.54
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Meles,Meles,dha,0.1
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Meles,Meles,epa,0.31
Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Menidia,Menidia,ala,1.1
Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Menidia,Menidia,ala,2.18
Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Menidia,Menidia,dha,17.7
Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Menidia,Menidia,dha,23.98
Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Menidia,Menidia,epa,2
Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Menidia,Menidia,epa,4.47
Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Mercenaria,Mercenaria,ala,0.6
Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Mercenaria,Mercenaria,dha,0
Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Mercenaria,Mercenaria,epa,0
Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius,ala,0
Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius,dha,34
Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius,epa,15
Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius,ala,1.5
Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius,dha,14.5
Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius,epa,8.95
Animalia,Mollusca,Bivalvia,Venerida,Mesodesmatidae,Mesodesma,Mesodesma,ala,1.3
Animalia,Mollusca,Bivalvia,Venerida,Mesodesmatidae,Mesodesma,Mesodesma,dha,8.6
Animalia,Mollusca,Bivalvia,Venerida,Mesodesmatidae,Mesodesma,Mesodesma,epa,13.066666666666668
Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Metanephrops,Metanephrops,ala,0.59
Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Metanephrops,Metanephrops,dha,10.98
Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Metanephrops,Metanephrops,epa,10.79
Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Metapenaeus,Metapenaeus,ala,0.185
Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Metapenaeus,Metapenaeus,dha,8.48
Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Metapenaeus,Metapenaeus,epa,11.075000000000001
Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Metelectrona,Metelectrona,ala,0.5
Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Metelectrona,Metelectrona,dha,9.6
Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Metelectrona,Metelectrona,epa,3.2
Animalia,Arthropoda,Hexanauplia,Calanoida,Metrinidae,Metridia,Metridia,ala,0.8
Animalia,Arthropoda,Hexanauplia,Calanoida,Metrinidae,Metridia,Metridia,dha,24.1
Animalia,Arthropoda,Hexanauplia,Calanoida,Metrinidae,Metridia,Metridia,epa,20.9
Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Microgadus,Microgadus,ala,0.68
Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Microgadus,Microgadus,dha,24.09
Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Microgadus,Microgadus,epa,14.88
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,Micropterus,ala,1.0278711207748568
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,Micropterus,ala,1.39
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,Micropterus,ala,2.0120724346076457
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,Micropterus,dha,20.24115437833564
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,Micropterus,dha,19.38
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,Micropterus,dha,18.884736993388906
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,Micropterus,epa,6.04862621071358
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,Micropterus,epa,4.95
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,Micropterus,epa,5.518827249209543
Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,Mirounga,ala,0.46
Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,Mirounga,ala,0
Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,Mirounga,dha,5.3825
Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,Mirounga,dha,5.05
Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,Mirounga,epa,1.3375
Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,Mirounga,epa,3.4
Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,Modiolus,ala,0.3
Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,Modiolus,dha,0
Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,Modiolus,epa,10.2
Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Monoctenus,Monoctenus,ala,27.3
Animalia,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Monoculodes,Monoculodes,ala,14
Animalia,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Monoculodes,Monoculodes,dha,7.1
Animalia,Chordata,Mammalia,Cetartiodactyla,Monodontidae,Monodon,Monodon,ala,0.25
Animalia,Chordata,Mammalia,Cetartiodactyla,Monodontidae,Monodon,Monodon,dha,2.1
Animalia,Chordata,Mammalia,Cetartiodactyla,Monodontidae,Monodon,Monodon,epa,2.06
Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Monodonta,Monodonta,ala,9.02
Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Monodonta,Monodonta,dha,2.02
Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Monodonta,Monodonta,epa,0.64
Animalia,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Monoporeia,Monoporeia,ala,5.4
Animalia,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Monoporeia,Monoporeia,dha,1.9
Animalia,Arthropoda,Insecta,Heteroptera,Tingidae,Monosteria,Monosteria,ala,5.685
Animalia,Arthropoda,Insecta,Heteroptera,Tingidae,Monosteria,Monosteria,epa,0.675
Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Morone,Morone,ala,2.7596107832190144
Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Morone,Morone,ala,1.46
Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Morone,Morone,ala,3.2155960002877495
Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Morone,Morone,dha,7.002711756260966
Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Morone,Morone,dha,16.31
Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Morone,Morone,dha,13.459463347960579
Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Morone,Morone,epa,7.050566278513321
Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Morone,Morone,epa,15.09
Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Morone,Morone,epa,6.452773181785483
Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Moroteuthis,Moroteuthis,ala,0
Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Moroteuthis,Moroteuthis,ala,0
Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Moroteuthis,Moroteuthis,dha,37.98333333333334
Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Moroteuthis,Moroteuthis,dha,32.2
Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Moroteuthis,Moroteuthis,epa,13.483333333333334
Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Moroteuthis,Moroteuthis,epa,13.6
Animalia,Chordata,Aves,Passeriformes,Motacilldae,Motacilla,Motacilla,ala,3
Animalia,Chordata,Aves,Passeriformes,Motacilldae,Motacilla,Motacilla,ala,2.8
Animalia,Chordata,Aves,Passeriformes,Motacilldae,Motacilla,Motacilla,dha,12.5
Animalia,Chordata,Aves,Passeriformes,Motacilldae,Motacilla,Motacilla,dha,13.5
Animalia,Chordata,Aves,Passeriformes,Motacilldae,Motacilla,Motacilla,epa,1.8
Animalia,Chordata,Aves,Passeriformes,Motacilldae,Motacilla,Motacilla,epa,2.5
Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,Moxostoma,ala,2.2056845691742133
Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,Moxostoma,ala,0.94
Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,Moxostoma,dha,9.136555186945218
Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,Moxostoma,dha,14.41
Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,Moxostoma,epa,13.449296153501301
Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,Moxostoma,epa,15.43
Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Mugil,Mugil,ala,0.4
Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Mugil,Mugil,ala,0.26
Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Mugil,Mugil,dha,9
Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Mugil,Mugil,dha,19.66
Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Mugil,Mugil,epa,8
Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Mugil,Mugil,epa,9.08
Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Mullus,Mullus,ala,1.25
Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Mullus,Mullus,ala,0.7
Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Mullus,Mullus,ala,0.1
Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Mullus,Mullus,dha,19.4
Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Mullus,Mullus,dha,13.9
Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Mullus,Mullus,dha,4
Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Mullus,Mullus,epa,7.9
Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Mullus,Mullus,epa,8.55
Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Mullus,Mullus,epa,2
Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,Munida,ala,0
Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,Munida,dha,18.7
Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,Munida,epa,24.9
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Musca,Musca,ala,2.7
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Musca,Musca,ala,2.1
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Musca,Musca,ala,1
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela,ala,1.7
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela,ala,7.3
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela,ala,1.8
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela,dha,1.1
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela,dha,0.6
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela,dha,1.2
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela,epa,0
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela,epa,0
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela,epa,0
Animalia,Mollusca,Bivalvia,Myida,Myidae,Mya,Mya,ala,0
Animalia,Mollusca,Bivalvia,Myida,Myidae,Mya,Mya,ala,0.2
Animalia,Mollusca,Bivalvia,Myida,Myidae,Mya,Mya,dha,0
Animalia,Mollusca,Bivalvia,Myida,Myidae,Mya,Mya,dha,9.34
Animalia,Mollusca,Bivalvia,Myida,Myidae,Mya,Mya,epa,16.5
Animalia,Mollusca,Bivalvia,Myida,Myidae,Mya,Mya,epa,24.1
Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Myctophidae,Myctophids,ala,1
Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Myctophidae,Myctophids,dha,18.35
Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Myctophidae,Myctophids,epa,4.65
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis,ala,0.04698528008407961
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis,dha,16.01707188281445
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis,epa,2.7685460036554117
Animalia,Chordata,Mammalia,Rodentia,Myocastoridae,Myocastor,Myocastor,ala,3.9
Animalia,Chordata,Mammalia,Rodentia,Myocastoridae,Myocastor,Myocastor,dha,0.1
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis,ala,3.875
Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Mysis,Mysis,ala,0.3
Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Mysis,Mysis,ala,0.12555555555555556
