kingdom,order,family,class,genus_matched,fa,ecosystem,mean_concentration,moss,lichen
Plantae,Corallinales,Corallinaceae,Florideophyceae,Corallina,dha,Marine,0,no,no
Plantae,Corallinales,Corallinaceae,Florideophyceae,Corallina,epa,Marine,43.8,no,no
Plantae,Corallinales,Corallinaceae,Florideophyceae,Jania,ala,Marine,0,no,no
Plantae,Corallinales,Corallinaceae,Florideophyceae,Jania,dha,Marine,0,no,no
Plantae,Corallinales,Corallinaceae,Florideophyceae,Jania,epa,Marine,25.46,no,no
Plantae,Cucurbitales,Cucurbitaceae,Magnoliopsida,Bryonia,ala,Terrestrial,35.3,no,no
Plantae,Cucurbitales,Cucurbitaceae,Magnoliopsida,Citrullus,ala,Terrestrial,0.17500000000000002,no,no
Plantae,Cucurbitales,Cucurbitaceae,Magnoliopsida,Cucumis,ala,Terrestrial,0.2,no,no
Plantae,Cycadales,Cycadaceae,Cycadopsida,Cycas,ala,Terrestrial,38.3,no,no
Plantae,Cycadales,Cycadaceae,Cycadopsida,Cycas,dha,Terrestrial,0,no,no
Plantae,Cycadales,Cycadaceae,Cycadopsida,Cycas,epa,Terrestrial,0,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Bowenia,ala,Terrestrial,36.5,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Bowenia,dha,Terrestrial,0,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Bowenia,epa,Terrestrial,0,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Ceratozamia,ala,Terrestrial,34.2,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Ceratozamia,dha,Terrestrial,0,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Ceratozamia,epa,Terrestrial,0,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Dioon,ala,Terrestrial,33.1,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Dioon,dha,Terrestrial,0,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Dioon,epa,Terrestrial,0,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Encephalartos,ala,Terrestrial,24.9,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Encephalartos,dha,Terrestrial,0,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Encephalartos,epa,Terrestrial,0,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Lepidozamia,ala,Terrestrial,40.1,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Lepidozamia,dha,Terrestrial,0,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Lepidozamia,epa,Terrestrial,0,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Macrozamia,ala,Terrestrial,36.9,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Macrozamia,dha,Terrestrial,0,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Macrozamia,epa,Terrestrial,0,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Microcycas,ala,Terrestrial,47.9,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Microcycas,dha,Terrestrial,0,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Microcycas,epa,Terrestrial,0,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Stangeria,ala,Terrestrial,27.5,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Stangeria,dha,Terrestrial,0,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Stangeria,epa,Terrestrial,0,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Zamia,ala,Terrestrial,41,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Zamia,dha,Terrestrial,0,no,no
Plantae,Cycadales,Zamiaceae,Cycadopsida,Zamia,epa,Terrestrial,0,no,no
Plantae,Dicranales,Dicranaceae,Bryopsida,Dichodontium,ala,Terrestrial,20.633333333333333,yes,no
Plantae,Dicranales,Dicranaceae,Bryopsida,Dichodontium,dha,Terrestrial,0,yes,no
Plantae,Dicranales,Dicranaceae,Bryopsida,Dichodontium,epa,Terrestrial,1.7333333333333334,yes,no
Plantae,Dioscoreales,Dioscoreaceae,Magnoliopsida,Dioscorea,ala,Terrestrial,27.5,no,no
Plantae,Dipsacales,Adoxaceae,Magnoliopsida,Sambucus,ala,Terrestrial,23.04,no,no
Plantae,Dipsacales,Dipsacaceae,Magnoliopsida,Cephalaria,ala,Terrestrial,0.4,no,no
Plantae,Dipsacales,Dipsacaceae,Magnoliopsida,Dipsacus,ala,Terrestrial,0.4,no,no
Plantae,Dipsacales,Dipsacaceae,Magnoliopsida,Knautia,ala,Terrestrial,1,no,no
Plantae,Dipsacales,Valerianaceae,Magnoliopsida,Valerianella,ala,Terrestrial,1.3,no,no
Plantae,Ephedrales,Ephedraceae,Gnetopsida,Ephedra,ala,Terrestrial,35.3,no,no
Plantae,Ephedrales,Ephedraceae,Gnetopsida,Ephedra,dha,Terrestrial,0,no,no
Plantae,Ephedrales,Ephedraceae,Gnetopsida,Ephedra,epa,Terrestrial,0,no,no
Plantae,Ephedrales,Gnetaceae,Gnetopsida,Gnetum,ala,Terrestrial,29.9,no,no
Plantae,Ephedrales,Gnetaceae,Gnetopsida,Gnetum,dha,Terrestrial,0,no,no
Plantae,Ephedrales,Gnetaceae,Gnetopsida,Gnetum,epa,Terrestrial,0,no,no
Plantae,Ephedrales,Welwitschiaceae,Gnetopsida,Welwitschia,ala,Terrestrial,45.6,no,no
Plantae,Ephedrales,Welwitschiaceae,Gnetopsida,Welwitschia,dha,Terrestrial,0,no,no
Plantae,Ephedrales,Welwitschiaceae,Gnetopsida,Welwitschia,epa,Terrestrial,0,no,no
Plantae,Ericales,Ebenaceae,Magnoliopsida,Diospyros,ala,Terrestrial,1.6,no,no
Plantae,Ericales,Ericaceae,Magnoliopsida,Arbutus,ala,Terrestrial,36.5,no,no
Plantae,Ericales,Ericaceae,Magnoliopsida,Arbutus,dha,Terrestrial,0,no,no
Plantae,Ericales,Ericaceae,Magnoliopsida,Arbutus,epa,Terrestrial,0,no,no
Plantae,Ericales,Ericaceae,Magnoliopsida,Vaccinium,ala,Terrestrial,22.3,no,no
Plantae,Ericales,Primulaceae,Magnoliopsida,Anagallis,ala,Terrestrial,41,no,no
Plantae,Ericales,Sapotaceae,Magnoliopsida,Vitellaria,ala,Terrestrial,0.3,no,no
Plantae,Fabales,Fabaceae,Magnoliopsida,Albizia,ala,Terrestrial,1.91,no,no
Plantae,Fabales,Fabaceae,Magnoliopsida,Arachis,ala,Terrestrial,0.4,no,no
Plantae,Fabales,Fabaceae,Magnoliopsida,Daniellia,ala,Terrestrial,1.12,no,no
Plantae,Fabales,Fabaceae,Magnoliopsida,Enterolobium,ala,Terrestrial,10.6,no,no
Plantae,Fabales,Fabaceae,Magnoliopsida,Gliricidia,ala,Terrestrial,1.5,no,no
Plantae,Fabales,Fabaceae,Magnoliopsida,Glycine,ala,Terrestrial,7.8,no,no
Plantae,Fabales,Fabaceae,Magnoliopsida,Lathyrus,ala,Terrestrial,8.7,no,no
Plantae,Fabales,Fabaceae,Magnoliopsida,Lonchocarpus,ala,Terrestrial,33,no,no
Plantae,Fabales,Fabaceae,Magnoliopsida,Lupinus,ala,Terrestrial,8.2,no,no
Plantae,Fabales,Fabaceae,Magnoliopsida,Pentaclethra,dha,Terrestrial,3.7,no,no
Plantae,Fabales,Fabaceae,Magnoliopsida,Prosopis,ala,Terrestrial,3.995,no,no
Plantae,Fabales,Fabaceae,Magnoliopsida,Pterocarpus,ala,Terrestrial,2.34,no,no
Plantae,Fabales,Fabaceae,Magnoliopsida,Sesbania,ala,Terrestrial,29.4,no,no
Plantae,Fabales,Fabaceae,Magnoliopsida,Trifolium,ala,Terrestrial,5.7,no,no
Plantae,Fabales,Fabaceae,Magnoliopsida,Trigonella,ala,Terrestrial,23.2,no,no
Plantae,Fabales,Fabaceae,Magnoliopsida,Vicia,ala,Terrestrial,6.9,no,no
Plantae,Fagales,Betulaceae,Magnoliopsida,Alnus,ala,Terrestrial,17.3,no,no
Plantae,Fagales,Betulaceae,Magnoliopsida,Alnus,dha,Terrestrial,0,no,no
Plantae,Fagales,Betulaceae,Magnoliopsida,Alnus,epa,Terrestrial,0,no,no
Plantae,Fagales,Betulaceae,Magnoliopsida,Betula,ala,Terrestrial,16.5,no,no
Plantae,Fagales,Betulaceae,Magnoliopsida,Betula,dha,Terrestrial,0,no,no
Plantae,Fagales,Betulaceae,Magnoliopsida,Betula,epa,Terrestrial,0,no,no
Plantae,Fagales,Betulaceae,Magnoliopsida,Corylus,ala,Terrestrial,0.1,no,no
Plantae,Fagales,Juglandaceae,Magnoliopsida,Juglans,ala,Terrestrial,11.030000000000001,no,no
Plantae,Gelidiales,Gelidiaceae,Florideophyceae,Gelidium,ala,Marine,1.55,no,no
Plantae,Gelidiales,Gelidiaceae,Florideophyceae,Gelidium,dha,Marine,0,no,no
Plantae,Gelidiales,Gelidiaceae,Florideophyceae,Gelidium,epa,Marine,21.4,no,no
Plantae,Gentianales,Rubiaceae,Magnoliopsida,Galium,ala,Terrestrial,7.35,no,no
Plantae,Gentianales,Rubiaceae,Magnoliopsida,Sherardia,ala,Terrestrial,3.5,no,no
Plantae,Geraniales,Geraniaceae,Magnoliopsida,Erodium,ala,Terrestrial,0.3,no,no
Plantae,Geraniales,Geraniaceae,Magnoliopsida,Geranium,ala,Terrestrial,NA,no,no
Plantae,Gigartinales,Dumontiaceae,Florideophyceae,Hyalosiphonia,ala,Marine,1.2,no,no
Plantae,Gigartinales,Dumontiaceae,Florideophyceae,Hyalosiphonia,dha,Marine,0,no,no
Plantae,Gigartinales,Dumontiaceae,Florideophyceae,Hyalosiphonia,epa,Marine,12.5,no,no
Plantae,Gigartinales,Gigartinaceae,Florideophyceae,Chondrus,ala,Marine,1.55,no,no
Plantae,Gigartinales,Gigartinaceae,Florideophyceae,Chondrus,dha,Marine,0.15,no,no
Plantae,Gigartinales,Gigartinaceae,Florideophyceae,Chondrus,epa,Marine,13.35,no,no
Plantae,Gigartinales,Gigartinaceae,Florideophyceae,Gigartina,ala,Marine,0,no,no
Plantae,Gigartinales,Gigartinaceae,Florideophyceae,Gigartina,dha,Marine,0,no,no
Plantae,Gigartinales,Gigartinaceae,Florideophyceae,Gigartina,epa,Marine,25.2,no,no
Plantae,Gigartinales,Gloiosiphoniaceae,Florideophyceae,Gloiosiphonia,ala,Marine,1,no,no
Plantae,Gigartinales,Gloiosiphoniaceae,Florideophyceae,Gloiosiphonia,dha,Marine,0,no,no
Plantae,Gigartinales,Gloiosiphoniaceae,Florideophyceae,Gloiosiphonia,epa,Marine,3.6,no,no
Plantae,Gigartinales,Phyllophoraceae,Florideophyceae,Gymnogongrus,ala,Marine,0,no,no
Plantae,Gigartinales,Phyllophoraceae,Florideophyceae,Gymnogongrus,dha,Marine,0.5,no,no
Plantae,Gigartinales,Phyllophoraceae,Florideophyceae,Gymnogongrus,epa,Marine,44.3,no,no
Plantae,Gigartinales,Solieriaceae,Florideophyceae,Eucheuma,ala,Marine,3.88,no,no
Plantae,Gigartinales,Solieriaceae,Florideophyceae,Eucheuma,dha,Marine,0,no,no
Plantae,Gigartinales,Solieriaceae,Florideophyceae,Eucheuma,epa,Marine,24.98,no,no
Plantae,Gracilariales,Gracilariaceae,Florideophyceae,Gracilaria,ala,Marine,0.5,no,no
Plantae,Gracilariales,Gracilariaceae,Florideophyceae,Gracilaria,dha,Marine,0.2,no,no
Plantae,Gracilariales,Gracilariaceae,Florideophyceae,Gracilaria,epa,Marine,25.8,no,no
Plantae,Hypnales,Fontinalaceae,Bryopsida,Fontinalis,ala,Terrestrial,11.78181818,yes,no
Plantae,Hypnales,Fontinalaceae,Bryopsida,Fontinalis,dha,Terrestrial,0.148181818,yes,no
Plantae,Hypnales,Fontinalaceae,Bryopsida,Fontinalis,epa,Terrestrial,3.739545455,yes,no
Plantae,Hypnales,Hypnaceae,Bryopsida,Ctenidium,ala,Terrestrial,8.9,yes,no
Plantae,Hypnales,Hypnaceae,Bryopsida,Ctenidium,dha,Terrestrial,0,yes,no
Plantae,Hypnales,Hypnaceae,Bryopsida,Ctenidium,epa,Terrestrial,4.3,yes,no
Plantae,Klebsormidiales,Klebsormidiaceae,Klebsormidiophyceae,Klebsormidium,ala,Marine,8.26,no,no
Plantae,Klebsormidiales,Klebsormidiaceae,Klebsormidiophyceae,Klebsormidium,dha,Marine,0,no,no
Plantae,Klebsormidiales,Klebsormidiaceae,Klebsormidiophyceae,Klebsormidium,epa,Marine,0,no,no
Plantae,Lamiales,Lamiaceae,Magnoliopsida,Ajuga,ala,Terrestrial,17.4,no,no
Plantae,Lamiales,Lamiaceae,Magnoliopsida,Clinopodium,ala,Terrestrial,61.1,no,no
Plantae,Lamiales,Lamiaceae,Magnoliopsida,Lamium,ala,Terrestrial,13.9,no,no
Plantae,Lamiales,Lamiaceae,Magnoliopsida,Mentha,ala,Terrestrial,7.7,no,no
Plantae,Lamiales,Lamiaceae,Magnoliopsida,Perilla,ala,Terrestrial,54.64,no,no
Plantae,Lamiales,Lamiaceae,Magnoliopsida,Salvia,ala,Terrestrial,60.03333333333333,no,no
Plantae,Lamiales,Lamiaceae,Magnoliopsida,Satureja,ala,Terrestrial,57.5,no,no
Plantae,Lamiales,Lamiaceae,Magnoliopsida,Stachys,ala,Terrestrial,2.4000000000000004,no,no
Plantae,Lamiales,Lamiaceae,Magnoliopsida,Teucrium,ala,Terrestrial,33.5,no,no
Plantae,Lamiales,Orobanchaceae,Magnoliopsida,Melampyrum,ala,Terrestrial,16.4,no,no
Plantae,Lamiales,Orobanchaceae,Magnoliopsida,Odontites,ala,Terrestrial,53.6,no,no
Plantae,Lamiales,Orobanchaceae,Magnoliopsida,Rhinanthus,ala,Terrestrial,41.5,no,no
Plantae,Lamiales,Pedaliaceae,Magnoliopsida,Sesamum,ala,Terrestrial,0.4,no,no
Plantae,Lamiales,Plantaginaceae,Magnoliopsida,Kickxia,ala,Terrestrial,0.3,no,no
Plantae,Lamiales,Plantaginaceae,Magnoliopsida,Linaria,ala,Terrestrial,1,no,no
Plantae,Lamiales,Plantaginaceae,Magnoliopsida,Misopates,ala,Terrestrial,0.4,no,no
Plantae,Lamiales,Plantaginaceae,Magnoliopsida,Plantago,ala,Terrestrial,27.562,no,no
Plantae,Lamiales,Plantaginaceae,Magnoliopsida,Plantago,dha,Terrestrial,0,no,no
Plantae,Lamiales,Plantaginaceae,Magnoliopsida,Plantago,epa,Terrestrial,0,no,no
Plantae,Lamiales,Plantaginaceae,Magnoliopsida,Veronica,ala,Terrestrial,1.5333333333333334,no,no
Plantae,Lamiales,Scrophulariaceae,Magnoliopsida,Verbascum,ala,Terrestrial,0.75,no,no
Plantae,Lamiales,Verbenaceae,Magnoliopsida,Verbena,ala,Terrestrial,46.379999999999995,no,no
Plantae,Laurales,Lauraceae,Magnoliopsida,Persea,ala,Terrestrial,1.4,no,no
Plantae,Malpighiales,Euphorbiaceae,Magnoliopsida,Euphorbia,ala,Terrestrial,58.3,no,no
Plantae,Malpighiales,Euphorbiaceae,Magnoliopsida,Jatropha,ala,Terrestrial,0.2,no,no
Plantae,Malpighiales,Euphorbiaceae,Magnoliopsida,Mercurialis,ala,Terrestrial,71.1,no,no
Plantae,Malpighiales,Linaceae,Magnoliopsida,Linum,ala,Terrestrial,55,no,no
Plantae,Malpighiales,Violaceae,Magnoliopsida,Viola,ala,Terrestrial,0.6,no,no
Plantae,Malvales,Malvaceae,Magnoliopsida,Abutilon,ala,Terrestrial,5.6,no,no
Plantae,Malvales,Malvaceae,Magnoliopsida,Adansonia,ala,Terrestrial,2.33,no,no
Plantae,Malvales,Malvaceae,Magnoliopsida,Althaea,ala,Terrestrial,1.5,no,no
Plantae,Malvales,Malvaceae,Magnoliopsida,Hibiscus,ala,Terrestrial,0.7,no,no
Plantae,Malvales,Malvaceae,Magnoliopsida,Malva,ala,Terrestrial,21.55,no,no
Plantae,Malvales,Malvaceae,Magnoliopsida,Malva,dha,Terrestrial,0,no,no
Plantae,Malvales,Malvaceae,Magnoliopsida,Malva,epa,Terrestrial,0,no,no
Plantae,Malvales,Malvaceae,Magnoliopsida,Theobroma,ala,Terrestrial,0.2,no,no
Plantae,Mamiellales,Mamiellaceae,Mamiellophyceae,Micromonas,ala,Marine,4.200625,no,no
Plantae,Mamiellales,Mamiellaceae,Mamiellophyceae,Micromonas,dha,Marine,6.529625,no,no
Plantae,Mamiellales,Mamiellaceae,Mamiellophyceae,Micromonas,epa,Marine,0.83835,no,no
Plantae,Myrtales,Lythraceae,Magnoliopsida,Cuphea,ala,Terrestrial,4.18,no,no
Plantae,Myrtales,Lythraceae,Magnoliopsida,Lythrum,ala,Terrestrial,0.1,no,no
Plantae,Myrtales,Myrtaceae,Magnoliopsida,Myrtus,ala,Terrestrial,NA,no,no
Plantae,Myrtales,Myrtaceae,Magnoliopsida,Myrtus,dha,Terrestrial,0,no,no
Plantae,Myrtales,Myrtaceae,Magnoliopsida,Myrtus,epa,Terrestrial,0,no,no
Plantae,Myrtales,Onagraceae,Magnoliopsida,Epilobium,ala,Terrestrial,1.95,no,no
Plantae,Myrtales,Onagraceae,Magnoliopsida,Oenothera,ala,Terrestrial,0.1,no,no
Plantae,Oxalidales,Oxalidaceae,Magnoliopsida,Oxalis,ala,Terrestrial,0.7,no,no
Plantae,Palmariales,Palmariaceae,Florideophyceae,Palmaria,ala,Marine,0.8150000000000001,no,no
Plantae,Palmariales,Palmariaceae,Florideophyceae,Palmaria,dha,Marine,0.35,no,no
Plantae,Palmariales,Palmariaceae,Florideophyceae,Palmaria,epa,Marine,48.208333333333336,no,no
Plantae,Peyssonneliales,Peyssonneliaceae,Florideophyceae,Peyssonnelia,ala,Marine,0.55,no,no
Plantae,Peyssonneliales,Peyssonneliaceae,Florideophyceae,Peyssonnelia,dha,Marine,2.43,no,no
Plantae,Peyssonneliales,Peyssonneliaceae,Florideophyceae,Peyssonnelia,epa,Marine,21.46,no,no
Plantae,Pinales,Araucariaceae,Pinopsida,Agathis,ala,Terrestrial,36.63333333333333,no,no
Plantae,Pinales,Araucariaceae,Pinopsida,Agathis,dha,Terrestrial,0,no,no
Plantae,Pinales,Araucariaceae,Pinopsida,Agathis,epa,Terrestrial,0,no,no
Plantae,Pinales,Araucariaceae,Pinopsida,Araucaria,ala,Terrestrial,22.38,no,no
Plantae,Pinales,Araucariaceae,Pinopsida,Araucaria,dha,Terrestrial,0,no,no
Plantae,Pinales,Araucariaceae,Pinopsida,Araucaria,epa,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Austrocedrus,ala,Terrestrial,23,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Austrocedrus,dha,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Austrocedrus,epa,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Callitris,ala,Terrestrial,37.9,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Callitris,dha,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Callitris,epa,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Cryptomeria,ala,Terrestrial,23.3,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Cryptomeria,dha,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Cryptomeria,epa,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Cunninghamia,ala,Terrestrial,50.05,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Cunninghamia,dha,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Cunninghamia,epa,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Cupressus,ala,Terrestrial,31.343333333333334,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Cupressus,dha,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Cupressus,epa,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Juniperus,ala,Terrestrial,22.733333333333334,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Juniperus,dha,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Juniperus,epa,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Metasequoia,ala,Terrestrial,54.1,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Metasequoia,dha,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Metasequoia,epa,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Platycladus,ala,Terrestrial,31.8,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Platycladus,dha,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Platycladus,epa,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Sequoia,ala,Terrestrial,39.1,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Sequoia,dha,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Sequoia,epa,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Sequoiadendron,ala,Terrestrial,35.7,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Sequoiadendron,dha,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Sequoiadendron,epa,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Taxodium,ala,Terrestrial,43.575,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Taxodium,dha,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Taxodium,epa,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Tetraclinis,ala,Terrestrial,28.8,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Tetraclinis,dha,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Tetraclinis,epa,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Thuja,ala,Terrestrial,27.2,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Thuja,dha,Terrestrial,0,no,no
Plantae,Pinales,Cupressaceae,Pinopsida,Thuja,epa,Terrestrial,0,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Abies,ala,Terrestrial,10.385294117647058,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Abies,dha,Terrestrial,0,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Abies,epa,Terrestrial,0,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Cedrus,ala,Terrestrial,13.721666666666666,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Cedrus,dha,Terrestrial,0,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Cedrus,epa,Terrestrial,0,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Keteleeria,ala,Terrestrial,30.9,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Keteleeria,dha,Terrestrial,0,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Keteleeria,epa,Terrestrial,0,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Larix,ala,Terrestrial,33.64714285714285,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Larix,dha,Terrestrial,0,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Larix,epa,Terrestrial,0,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Picea,ala,Terrestrial,15.577272727272728,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Picea,dha,Terrestrial,0,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Picea,epa,Terrestrial,0,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Pinus,ala,Terrestrial,13.328620689655173,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Pinus,dha,Terrestrial,0,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Pinus,epa,Terrestrial,0,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Pseudolarix,ala,Terrestrial,31.7,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Pseudolarix,dha,Terrestrial,0,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Pseudolarix,epa,Terrestrial,0,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Pseudotsuga,ala,Terrestrial,27.675,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Pseudotsuga,dha,Terrestrial,0,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Pseudotsuga,epa,Terrestrial,0,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Tsuga,ala,Terrestrial,19.36,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Tsuga,dha,Terrestrial,0,no,no
Plantae,Pinales,Pinaceae,Pinopsida,Tsuga,epa,Terrestrial,0,no,no
Plantae,Pinales,Podocarpaceae,Pinopsida,Dacrydium,ala,Terrestrial,36.1,no,no
Plantae,Pinales,Podocarpaceae,Pinopsida,Dacrydium,dha,Terrestrial,0,no,no
Plantae,Pinales,Podocarpaceae,Pinopsida,Dacrydium,epa,Terrestrial,0,no,no
Plantae,Pinales,Podocarpaceae,Pinopsida,Podocarpus,ala,Terrestrial,31.875,no,no
Plantae,Pinales,Podocarpaceae,Pinopsida,Podocarpus,dha,Terrestrial,0,no,no
Plantae,Pinales,Podocarpaceae,Pinopsida,Podocarpus,epa,Terrestrial,0,no,no
Plantae,Pinales,Taxaceae,Pinopsida,Cephalotaxus,ala,Terrestrial,40.38333333333333,no,no
Plantae,Pinales,Taxaceae,Pinopsida,Cephalotaxus,dha,Terrestrial,0,no,no
Plantae,Pinales,Taxaceae,Pinopsida,Cephalotaxus,epa,Terrestrial,0,no,no
Plantae,Pinales,Taxaceae,Pinopsida,Taxus,ala,Terrestrial,43.24166666666667,no,no
Plantae,Pinales,Taxaceae,Pinopsida,Taxus,dha,Terrestrial,0,no,no
Plantae,Pinales,Taxaceae,Pinopsida,Taxus,epa,Terrestrial,0,no,no
Plantae,Pinales,Taxaceae,Pinopsida,Torreya,ala,Terrestrial,35.5,no,no
Plantae,Pinales,Taxaceae,Pinopsida,Torreya,dha,Terrestrial,0,no,no
Plantae,Pinales,Taxaceae,Pinopsida,Torreya,epa,Terrestrial,0,no,no
Plantae,Plocamiales,Plocamiaceae,Florideophyceae,Plocamium,ala,Marine,0,no,no
Plantae,Plocamiales,Plocamiaceae,Florideophyceae,Plocamium,dha,Marine,0,no,no
Plantae,Plocamiales,Plocamiaceae,Florideophyceae,Plocamium,epa,Marine,7.05,no,no
Plantae,Poales,Cyperaceae,Magnoliopsida,Cyperus,ala,Terrestrial,0.35,no,no
Plantae,Poales,Juncaceae,Magnoliopsida,Juncus,ala,Terrestrial,1.6,no,no
Plantae,Poales,Poaceae,Magnoliopsida,Agrostis,ala,Terrestrial,2,no,no
Plantae,Poales,Poaceae,Magnoliopsida,Alopecurus,ala,Terrestrial,1.4,no,no
Plantae,Poales,Poaceae,Magnoliopsida,Apera,ala,Terrestrial,1.7,no,no
Plantae,Poales,Poaceae,Magnoliopsida,Avena,ala,Terrestrial,NA,no,no
Plantae,Poales,Poaceae,Magnoliopsida,Avena,dha,Terrestrial,0,no,no
Plantae,Poales,Poaceae,Magnoliopsida,Avena,epa,Terrestrial,0,no,no
Plantae,Poales,Poaceae,Magnoliopsida,Bromus,ala,Terrestrial,10.05,no,no
Plantae,Poales,Poaceae,Magnoliopsida,Cynodon,ala,Terrestrial,6,no,no
Plantae,Poales,Poaceae,Magnoliopsida,Echinochloa,ala,Terrestrial,0.5,no,no
