ecosystem,habitat,notes,trophic_position,organ,species,genus,species1,original_study,name_of_data_extractor,study_number,date_data_extracted,data_from,source,common_name,dha,epa,ala,fa_id,matched_name2,genus_matched,hand_edited_genus,identified_to_genus,kingdom,class,order,family,phylum
Terrestrial,NA,NA,Producer,NA,Diselma_archeri,Diselma,archeri,Mongrand et al. 2001 (Phytochemistry),Lily,5,NA,Twining et al 2016,NA,Plant greens,0,0,26,4151,NA,Diselma,Diselma,,NA,NA,NA,NA,NA
Freshwater,NA,NA,Producer,NA,Microbial_Mat,Microbial,Mat,Boechat et al 2011 (FEMS Micro),Lily,5,NA,Twining et al 2016,NA,Algae etc,NA,1.00E-03,0,502,NA,Microbial,,no,NA,NA,NA,NA,NA
Freshwater,NA,NA,Producer,NA,Microbial_Mat,Microbial,Mat,Boechat et al 2011 (FEMS Micro),Lily,5,NA,Twining et al 2016,NA,Algae etc,NA,2.00E-04,3.08E-02,503,NA,Microbial,,no,NA,NA,NA,NA,NA
Freshwater,NA,NA,Producer,NA,Microbial_Mat,Microbial,Mat,Boechat et al 2011 (FEMS Micro),Lily,5,NA,Twining et al 2016,NA,Algae etc,NA,0.01,4.17E-02,504,NA,Microbial,,no,NA,NA,NA,NA,NA
Freshwater,Benthic,Algae,Producer,NA,Microbial_Mat,Microbial,Mat,Boechat et al 2011 (FEMS Micro),NA,4,NA,Twining et al. 2016,NA,NA,n/a,0,1.00E-03,517,NA,Microbial,,no,NA,NA,NA,NA,NA
Freshwater,Benthic,Algae,Producer,NA,Microbial_Mat,Microbial,Mat,Boechat et al 2011 (FEMS Micro),NA,4,NA,Twining et al. 2016,NA,NA,n/a,3.08E-02,2.00E-04,518,NA,Microbial,,no,NA,NA,NA,NA,NA
Freshwater,Benthic,Algae,Producer,NA,Microbial_Mat,Microbial,Mat,Boechat et al 2011 (FEMS Micro),NA,4,NA,Twining et al. 2016,NA,NA,n/a,4.17E-02,0.01,519,NA,Microbial,,no,NA,NA,NA,NA,NA
Terrestrial,NA,NA,Producer,NA,Microbiota_decussata,Microbiota,decussata,Mongrand et al. 2001 (Phytochemistry),Lily,5,NA,Twining et al 2016,NA,Plant greens,0,0,12.7,4149,NA,Microbiota,,no,NA,NA,NA,NA,NA
Marine,NA,Phytoplankton,Producer,NA,Unidentified_NA,Unidentified,NA,Renaud et al 1999,Lily,2,24_06_20,Columbo et al 2017,NA,NA,5.3,21.4,4.2,2653,NA,Unidentified,,no,NA,NA,NA,NA,NA
Marine,NA,Phytoplankton,Producer,NA,Unidentified_NA,Unidentified,NA,Renaud et al 1999,Lily,2,24_06_20,Columbo et al 2017,NA,NA,3.1,5.6,4.7,2654,NA,Unidentified,,no,NA,NA,NA,NA,NA
Marine,NA,Phytoplankton,Producer,NA,Unidentified_NA,Unidentified,NA,Renaud et al 1999,Lily,2,24_06_20,Columbo et al 2017,NA,NA,3.9,6.3,3.9,2655,NA,Unidentified,,no,NA,NA,NA,NA,NA
Marine,NA,Phytoplankton,Producer,NA,Unidentified_NA,Unidentified,NA,Renaud et al 2002,Lily,2,24_06_20,Columbo et al 2017,NA,NA,4.2,19.1,2.3,2681,NA,Unidentified,,no,NA,NA,NA,NA,NA
Marine,NA,Phytoplankton,Producer,NA,Unidentified_NA,Unidentified,NA,Renaud et al 2002,Lily,2,24_06_20,Columbo et al 2017,NA,NA,1.8,16.3,2.4,2682,NA,Unidentified,,no,NA,NA,NA,NA,NA
Marine,NA,Phytoplankton,Producer,NA,Unidentified_NA,Unidentified,NA,Renaud et al 2002,Lily,2,24_06_20,Columbo et al 2017,NA,NA,1.8,16,2.4,2683,NA,Unidentified,,no,NA,NA,NA,NA,NA
Marine,NA,Phytoplankton,Producer,NA,Unidentified_NA,Unidentified,NA,Renaud et al 2002,Lily,2,24_06_20,Columbo et al 2017,NA,NA,2.3,14,2.9,2684,NA,Unidentified,,no,NA,NA,NA,NA,NA
Terrestrial,NA,Terrestrial plants,Producer,NA,_Multiple___Multiple_,,Multiple,Dubois et al 2007,Lily,2,24_06_20,Columbo et al 2017,NA,Palm,NA,NA,0.6,3789,NA,,,no,NA,NA,NA,NA,NA
Marine,NA,NA,Producer,NA,Nannochloris_atomus,Nannochloris,atomus,Volkman1989,NA,7,NA,Galloway and Winder 2015,NA,NA,0.05,3.2,21.7,2002,Nannochloris,Nannochloris,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Marine,NA,NA,Producer,NA,Nannochloris_atomus,Nannochloris,atomus,Volkman1989,NA,7,NA,Galloway and Winder 2015,NA,NA,2.05E-04,1.31E-02,8.90E-02,2003,Nannochloris,Nannochloris,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Marine,Pelagic,Algae,Producer,NA,Nannochloris_atomus,Nannochloris,atomus,Volkman et al 1989 (J Exp Mar Biol Ecol),NA,4,NA,Twining et al. 2016,NA,NA,0,21.7,3.2,2139,Nannochloris,Nannochloris,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Nannochloropsis_limnetica,Nannochloropsis,limnetica,Wacker2002,NA,7,NA,Galloway and Winder 2015,NA,NA,0,29.98529462,0.314626723,429,Nannochloropsis,Nannochloropsis,,,NA,NA,NA,NA,NA
Freshwater,NA,NA,Producer,NA,Nannochloropsis_limnetica,Nannochloropsis,limnetica,Wacker2002,NA,7,NA,Galloway and Winder 2015,NA,NA,0,87.68,0.92,430,Nannochloropsis,Nannochloropsis,,,NA,NA,NA,NA,NA
Freshwater,Pelagic,Algae,Producer,NA,Nannochloropsis_limnetica,Nannochloropsis,limnetica,Martin-Creuzburg et al 2009 (Proc B),NA,4,NA,Twining et al. 2016,NA,NA,0,9.95E-03,0.501761293,498,Nannochloropsis,Nannochloropsis,,,NA,NA,NA,NA,NA
Freshwater,NA,NA,Producer,NA,Nannochloropsis_limnetica,Nannochloropsis,limnetica,Martin-Creuzburg et al 2009 (Proc B),Lily,5,NA,Twining et al 2016,NA,Algae,0,0.501761293,9.95E-03,499,Nannochloropsis,Nannochloropsis,,,NA,NA,NA,NA,NA
Marine,NA,NA,Producer,NA,Nannochloropsis_sp,Nannochloropsis,sp,Fabregas2004,NA,7,NA,Galloway and Winder 2015,NA,NA,0,28.9,0,2102,Nannochloropsis,Nannochloropsis,,,NA,NA,NA,NA,NA
Marine,NA,NA,Producer,NA,Nannochloropsis_sp,Nannochloropsis,sp,Fabregas2004,NA,7,NA,Galloway and Winder 2015,NA,NA,0,21.27,0,2103,Nannochloropsis,Nannochloropsis,,,NA,NA,NA,NA,NA
Marine,NA,NA,Producer,NA,Nannochloropsis_sp,Nannochloropsis,sp,Fabregas2004,NA,7,NA,Galloway and Winder 2015,NA,NA,0,23.81,0,2104,Nannochloropsis,Nannochloropsis,,,NA,NA,NA,NA,NA
Marine,NA,NA,Producer,NA,Nannochloropsis_sp,Nannochloropsis,sp,Fabregas2004,NA,7,NA,Galloway and Winder 2015,NA,NA,0,17.11,0,2105,Nannochloropsis,Nannochloropsis,,,NA,NA,NA,NA,NA
Marine,NA,NA,Producer,NA,Nannochloropsis_sp,Nannochloropsis,sp,Fabregas2004,NA,7,NA,Galloway and Winder 2015,NA,NA,0,8.02,0,2106,Nannochloropsis,Nannochloropsis,,,NA,NA,NA,NA,NA
Marine,NA,NA,Producer,NA,Navicula_lyra,Navicula,lyra,Chen2012,NA,7,NA,Galloway and Winder 2015,NA,NA,1.06,8.4,0.36,2049,Navicula,Navicula,,,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA
Marine,NA,NA,Producer,NA,Navicula_lyra,Navicula,lyra,Chen2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0.398454,3.15756,0.135324,2058,Navicula,Navicula,,,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Navicula_sp_,Navicula,sp,Napolitano et al 1990,Lily,2,24_06_20,Columbo et al 2017,NA,NA,0.9,7.6,0.7,2565,Navicula,Navicula,,,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Navicula_amphiporora_UMACC____,Navicula,amphiporora,Okoyuma et al 1992,Lily,2,24_06_20,Columbo et al 2017,NA,NA,NA,7.8,0.4,2583,Navicula,Navicula,,,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Navicula_amphiporora_UMACC____,Navicula,amphiporora,Okoyuma et al 1992,Lily,2,24_06_20,Columbo et al 2017,NA,NA,NA,7,1.1,2584,Navicula,Navicula,,,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Navicula_amphiporora_UMACC____,Navicula,amphiporora,Okoyuma et al 1992,Lily,2,24_06_20,Columbo et al 2017,NA,NA,NA,9.8,0.9,2585,Navicula,Navicula,,,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Navicula_amphiporora_UMACC____,Navicula,amphiporora,Okoyuma et al 1992,Lily,2,24_06_20,Columbo et al 2017,NA,NA,NA,6.6,0.6,2586,Navicula,Navicula,,,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Navicula_amphiporora_UMACC____,Navicula,amphiporora,Okoyuma et al 1992,Lily,2,24_06_20,Columbo et al 2017,NA,NA,NA,14.6,0.7,2587,Navicula,Navicula,,,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Navicula_amphiporora_UMACC____,Navicula,amphiporora,Okoyuma et al 1992,Lily,2,24_06_20,Columbo et al 2017,NA,NA,NA,0,0,2588,Navicula,Navicula,,,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Navicula_incerta_UMACC____,Navicula,incerta,Okoyuma et al 1992,Lily,2,24_06_20,Columbo et al 2017,NA,NA,NA,9.8,0,2589,Navicula,Navicula,,,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Navicula_incerta_UMACC____,Navicula,incerta,Okoyuma et al 1992,Lily,2,24_06_20,Columbo et al 2017,NA,NA,NA,7.9,0.2,2590,Navicula,Navicula,,,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Navicula_incerta_UMACC____,Navicula,incerta,Okoyuma et al 1992,Lily,2,24_06_20,Columbo et al 2017,NA,NA,NA,5,0.2,2591,Navicula,Navicula,,,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Navicula_incerta_UMACC____,Navicula,incerta,Okoyuma et al 1992,Lily,2,24_06_20,Columbo et al 2017,NA,NA,NA,6.5,0,2592,Navicula,Navicula,,,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Navicula_incerta_UMACC____,Navicula,incerta,Okoyuma et al 1992,Lily,2,24_06_20,Columbo et al 2017,NA,NA,NA,9.7,0,2593,Navicula,Navicula,,,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Navicula_abscondita,Navicula,abscondita,Patil et al 2007,Lily,2,24_06_20,Columbo et al 2017,NA,NA,0,17.1,0.6,2600,Navicula,Navicula,,,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Navicula_biskanteri,Navicula,biskanteri,Patil et al 2007,Lily,2,24_06_20,Columbo et al 2017,NA,NA,0,26.7,0.7,2601,Navicula,Navicula,,,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Navicula_jeffreyi,Navicula,jeffreyi,Shamsudin et al 1992,Lily,2,24_06_20,Columbo et al 2017,NA,NA,2.1,20.1,3.1,2728,Navicula,Navicula,,,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Navicula_sp_,Navicula,sp,Volkman et al 1993,Lily,2,24_06_20,Columbo et al 2017,NA,NA,2.6,21,2.9,2864,Navicula,Navicula,,,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA
Marine,NA,Macrophytes,Producer,NA,Nereocystis_luetkeana,Nereocystis,luetkeana,Colombo et al 2006,Lily,2,24_06_20,Columbo et al 2017,NA,Brown algae,0.1,12.58,7.57,2274,Nereocystis,Nereocystis,,,Chromista,Phaeophyceae,Laminariales,Lessoniaceae,NA
Terrestrial,NA,Terrestrial plants,Producer,NA,Neslia__paniculata,Neslia,,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,NA,ball mustard,NA,NA,10,3705,Neslia,Neslia,,,Plantae,Magnoliopsida,Brassicales,Brassicaceae,NA
Marine,NA,Macrophytes,Producer,NA,Neuroglossum_ligulatum,Neuroglossum,ligulatum,Graeve et al 2002,Lily,2,24_06_20,Columbo et al 2017,NA,Red algae,1.5,35.3,0,2385,Neuroglossum,Neuroglossum,,,NA,NA,NA,NA,NA
Terrestrial,NA,Terrestrial plants,Producer,NA,Nicotiana_tabacum,Nicotiana,tabacum,Dubois et al 2007,Lily,2,24_06_20,Columbo et al 2017,NA,Tobacco,NA,NA,0.9,3836,Nicotiana,Nicotiana,,,Plantae,Magnoliopsida,Solanales,Solanaceae,NA
Terrestrial,NA,Terrestrial plants,Producer,NA,Nigella_arvensis,Nigella,arvensis,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,NA,wild fennel,NA,NA,0.5,3706,Nigella,Nigella,,,Plantae,Magnoliopsida,Ranunculales,Ranunculaceae,NA
Terrestrial,NA,Terrestrial plants,Producer,NA,Nigella_sativa,Nigella,sativa,Dubois et al 2007,Lily,2,24_06_20,Columbo et al 2017,NA,Black Cumin,NA,NA,2.4,3837,Nigella,Nigella,,,Plantae,Magnoliopsida,Ranunculales,Ranunculaceae,NA
Marine,NA,NA,Producer,NA,Nitzschia_closterium,Nitzschia,closterium,Renaud et al 1995,Lily,8,3_07_2020,Hixson et al 2016,NA,Diatoms,0.4,8.3,0.3,2124,Nitzschia,Nitzschia,,,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA
Marine,NA,NA,Producer,NA,Nitzschia_closterium,Nitzschia,closterium,Renaud et al 1995,Lily,8,3_07_2020,Hixson et al 2016,NA,Diatoms,0.2,7.1,0.6,2125,Nitzschia,Nitzschia,,,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA
Marine,NA,NA,Producer,NA,Nitzschia_closterium,Nitzschia,closterium,Renaud et al 1995,Lily,8,3_07_2020,Hixson et al 2016,NA,Diatoms,0.1,6.5,0.4,2126,Nitzschia,Nitzschia,,,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA
Marine,NA,NA,Producer,NA,Nitzschia_paleacea,Nitzschia,paleacea,Renaud et al 1995,Lily,8,3_07_2020,Hixson et al 2016,NA,Diatoms,1.2,28.4,0.5,2127,Nitzschia,Nitzschia,,,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA
Marine,NA,NA,Producer,NA,Nitzschia_paleacea,Nitzschia,paleacea,Renaud et al 1995,Lily,8,3_07_2020,Hixson et al 2016,NA,Diatoms,1.3,24.4,1.1,2128,Nitzschia,Nitzschia,,,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA
Marine,NA,NA,Producer,NA,Nitzschia_paleacea,Nitzschia,paleacea,Renaud et al 1995,Lily,8,3_07_2020,Hixson et al 2016,NA,Diatoms,0.8,20.4,0.8,2129,Nitzschia,Nitzschia,,,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA
Marine,NA,NA,Producer,NA,Nitzschia_paleacea,Nitzschia,paleacea,Renaud et al 1995,Lily,8,3_07_2020,Hixson et al 2016,NA,Diatoms,0.6,18.1,0.5,2130,Nitzschia,Nitzschia,,,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Nitzschia_laevis,Nitzschia,laevis,Marshall et al 2002,Lily,2,24_06_20,Columbo et al 2017,NA,NA,NA,12.6,4.4,2541,Nitzschia,Nitzschia,,,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Nitzschia_laevis,Nitzschia,laevis,Marshall et al 2002,Lily,2,24_06_20,Columbo et al 2017,NA,NA,NA,11.9,5.6,2542,Nitzschia,Nitzschia,,,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Nitzschia_laevis,Nitzschia,laevis,Marshall et al 2002,Lily,2,24_06_20,Columbo et al 2017,NA,NA,NA,11.7,3.4,2543,Nitzschia,Nitzschia,,,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Nitzschia_ovalis,Nitzschia,ovalis,Marshall et al 2002,Lily,2,24_06_20,Columbo et al 2017,NA,NA,4.2,26.67,0.43,2544,Nitzschia,Nitzschia,,,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Nitzschia_closterium,Nitzschia,closterium,Muller Navarra 2006,Lily,2,24_06_20,Columbo et al 2017,NA,NA,0.4,8.3,0.6,2562,Nitzschia,Nitzschia,,,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Nitzschia_closterium,Nitzschia,closterium,Muller Navarra 2006,Lily,2,24_06_20,Columbo et al 2017,NA,NA,0.2,7.1,0.9,2563,Nitzschia,Nitzschia,,,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Nitzschia_paleacea,Nitzschia,paleacea,Muller Navarra 2006,Lily,2,24_06_20,Columbo et al 2017,NA,NA,0.6,18.1,1.2,2564,Nitzschia,Nitzschia,,,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Nitzschia_closterium,Nitzschia,closterium,Napolitano et al 1990,Lily,2,24_06_20,Columbo et al 2017,NA,NA,0.3,15.2,1.7,2566,Nitzschia,Nitzschia,,,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Nitzschia_closterium,Nitzschia,closterium,Napolitano et al 1990,Lily,2,24_06_20,Columbo et al 2017,NA,NA,0.1,6.5,0.6,2567,Nitzschia,Nitzschia,,,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Nitzschia_frustulum,Nitzschia,frustulum,Napolitano et al 1990,Lily,2,24_06_20,Columbo et al 2017,NA,NA,1.1,23.1,2.3,2568,Nitzschia,Nitzschia,,,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Nitzschia_paleacea,Nitzschia,paleacea,Napolitano et al 1990,Lily,2,24_06_20,Columbo et al 2017,NA,NA,1.2,28.4,1.6,2569,Nitzschia,Nitzschia,,,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Nitzschia_paleacea,Nitzschia,paleacea,Napolitano et al 1990,Lily,2,24_06_20,Columbo et al 2017,NA,NA,1.3,24.4,1.9,2570,Nitzschia,Nitzschia,,,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Nitzschia_paleacea,Nitzschia,paleacea,Napolitano et al 1990,Lily,2,24_06_20,Columbo et al 2017,NA,NA,0.8,20.4,1.4,2571,Nitzschia,Nitzschia,,,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA
Marine,NA,Phytoplankton,Producer,NA,Nitzschia_closterium,Nitzschia,closterium,Volkman et al 1993,Lily,2,24_06_20,Columbo et al 2017,NA,NA,2.4,24.2,0.5,2865,Nitzschia,Nitzschia,,,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA
Marine,NA,NA,Producer,NA,Nitzchia_panduriformis,Nitzchia,panduriformis,Chen2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0.05,6.52,0,2050,Nitzschia,Nitzschia,,,NA,NA,NA,NA,NA
Marine,NA,NA,Producer,NA,Nitzchia_grossestriata,Nitzchia,grossestriata,Chen2012,NA,7,NA,Galloway and Winder 2015,NA,NA,1.27,7,0.59,2051,Nitzschia,Nitzschia,,,NA,NA,NA,NA,NA
Marine,NA,NA,Producer,NA,Nitzchia_panduriformis,Nitzchia,panduriformis,Chen2012,NA,7,NA,Galloway and Winder 2015,NA,NA,1.95E-02,2.542148,0,2059,Nitzschia,Nitzschia,,,NA,NA,NA,NA,NA
Marine,NA,NA,Producer,NA,Nitzchia_grossestriata,Nitzchia,grossestriata,Chen2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0.526923,2.9043,0.244791,2060,Nitzschia,Nitzschia,,,NA,NA,NA,NA,NA
Freshwater,NA,NA,Producer,NA,Nodularia_sphaerocarpa,Nodularia,sphaerocarpa,Rezanka2003,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,2.38,366,Nodularia,Nodularia,,,Bacteria,Cyanophyceae,Nostocales,Microchaetaceae,Cyanobacteria
Freshwater,NA,NA,Producer,NA,Nodularia_sp,Nodularia,sp,Vargas1998,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,18.5,370,Nodularia,Nodularia,,,Bacteria,Cyanophyceae,Nostocales,Microchaetaceae,Cyanobacteria
Freshwater,NA,NA,Producer,NA,Nodularia_sp,Nodularia,sp,Vargas1998,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,2.331,382,Nodularia,Nodularia,,,Bacteria,Cyanophyceae,Nostocales,Microchaetaceae,Cyanobacteria
Freshwater,NA,NA,Producer,NA,Nostoc_muscorum,Nostoc,muscorum,Ahlgren1992,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,2.075996293,328,Nostoc,Nostoc,,,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,Cyanobacteria
Freshwater,NA,NA,Producer,NA,Nostoc_muscorum,Nostoc,muscorum,Ahlgren1992,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,2.41E-02,338,Nostoc,Nostoc,,,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,Cyanobacteria
Freshwater,NA,NA,Producer,NA,Nostoc_sp,Nostoc,sp,Gugger2002,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,25.5,353,Nostoc,Nostoc,,,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,Cyanobacteria
Freshwater,NA,NA,Producer,NA,Nostoc_punctiforme,Nostoc,punctiforme,Gugger2002,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,28.9,354,Nostoc,Nostoc,,,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,Cyanobacteria
Freshwater,NA,NA,Producer,NA,Nostoc_linckia,Nostoc,linckia,Rezanka2003,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,9.33,361,Nostoc,Nostoc,,,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,Cyanobacteria
Freshwater,NA,NA,Producer,NA,Nostoc_commune,Nostoc,commune,Vargas1998,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,24,371,Nostoc,Nostoc,,,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,Cyanobacteria
Freshwater,NA,NA,Producer,NA,Nostoc_paludosum,Nostoc,paludosum,Vargas1998,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,12.4,372,Nostoc,Nostoc,,,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,Cyanobacteria
Freshwater,NA,NA,Producer,NA,Nostoc_sp,Nostoc,sp,Vargas1998,NA,7,NA,Galloway and Winder 2015,NA,NA,0,1.4,11.6,373,Nostoc,Nostoc,,,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,Cyanobacteria
Freshwater,NA,NA,Producer,NA,Nostoc_sp,Nostoc,sp,Vargas1998,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,0,374,Nostoc,Nostoc,,,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,Cyanobacteria
Freshwater,NA,NA,Producer,NA,Nostoc_sp,Nostoc,sp,Vargas1998,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,0.5,375,Nostoc,Nostoc,,,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,Cyanobacteria
Freshwater,NA,NA,Producer,NA,Nostoc_sp,Nostoc,sp,Vargas1998,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,15.8,376,Nostoc,Nostoc,,,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,Cyanobacteria
Freshwater,NA,NA,Producer,NA,Nostoc_sp,Nostoc,sp,Vargas1998,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,19.5,377,Nostoc,Nostoc,,,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,Cyanobacteria
Freshwater,NA,NA,Producer,NA,Nostoc_sp,Nostoc,sp,Vargas1998,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,16.4,378,Nostoc,Nostoc,,,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,Cyanobacteria
Freshwater,NA,NA,Producer,NA,Nostoc_commune,Nostoc,commune,Vargas1998,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,2.016,383,Nostoc,Nostoc,,,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,Cyanobacteria
Freshwater,NA,NA,Producer,NA,Nostoc_paludosum,Nostoc,paludosum,Vargas1998,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,1.2896,384,Nostoc,Nostoc,,,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,Cyanobacteria
Freshwater,NA,NA,Producer,NA,Nostoc_sp,Nostoc,sp,Vargas1998,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0.1106,0.9164,385,Nostoc,Nostoc,,,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,Cyanobacteria
Freshwater,NA,NA,Producer,NA,Nostoc_sp,Nostoc,sp,Vargas1998,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,0,386,Nostoc,Nostoc,,,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,Cyanobacteria
Freshwater,NA,NA,Producer,NA,Nostoc_sp,Nostoc,sp,Vargas1998,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,5.20E-02,387,Nostoc,Nostoc,,,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,Cyanobacteria
Freshwater,NA,NA,Producer,NA,Nostoc_sp,Nostoc,sp,Vargas1998,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,1.3272,388,Nostoc,Nostoc,,,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,Cyanobacteria
Freshwater,NA,NA,Producer,NA,Nostoc_sp,Nostoc,sp,Vargas1998,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,2.3595,389,Nostoc,Nostoc,,,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,Cyanobacteria
Freshwater,NA,NA,Producer,NA,Nostoc_sp,Nostoc,sp,Vargas1998,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,1.394,390,Nostoc,Nostoc,,,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,Cyanobacteria
